,titulos,empresa,todas_salario,todos_local,url,job_description,paragrafos,Cidade,Estado
10,Analista de Dados BI,Empresa ConfidencialPor que?,,Barueri - SP (1),https://www.catho.com.br/vagas/analista-de-dados-bi/24381437/?origem_apply=busca-de-vagas&entrada_apply=direto,"Responsável por coletar, analisar e transformar dados em insights acionáveis para impulsionar a tomada de decisões estratégicas . Trabalhando em colaboração com os outros membros da equipe, o analista desempenha um papel vital na extração, organização e apresentação de informações relevantes que sustentam o sucesso operacional e estratégico da empresa.","CLT (Efetivo) ?Assistência Odontológica ?Café da Manhã (in company) ?Convenio Farmacia ?Desconto em Produtos da Black Skull ?Desconto em Produtos da Marca ?Estacionamento empresa (50% desconto) ?Gympass ?Seguro de Vida ?Vale Refeição ou Vale Alimentação (R$ 33,00/dia) ?Vale Transporte (sem desconto de 6%) Cadastre-se gratuitamente para ver mais informações da empresa.  ",Barueri , SP 
11,ANALISTA DE GOVERNANÇA DE DADOS SR,UNIMED NACIONAL,,São Paulo - SP (1),https://www.catho.com.br/vagas/analista-de-governanca-de-dados-sr/24437130/?origem_apply=busca-de-vagas&entrada_apply=direto,"Atuar junto à equipe de Governança de Dados no planejamento, execução e controle das ações definidas pelas políticas implementadas no macro processo. Gerir Dados, alinhando roadmap de projetos e ações com as regras e estratégias da empresa, engajando pessoas, processos e tecnologias, por meio das diretrizes, padrões estabelecidos; Executar as ações definidas pela política de Governança dos Dados alinhado às regras e estratégias da empresa, engajando pessoas, processos e tecnologias, por meio das diretrizes, padrões estabelecidos;Executar as ações relacionadas à gestão de dados na empresa;Executar as ações para promover o aumento no nível de maturidade da gestão dos dados, nos processos envolvidos, bem como na Implantação dos conceitos DMBOK na Unimed Nacional;Executar a implementar ações que provêm a qualidade dos dados para o negócio;Executar o mapeamento dos processos que envolvam dados e na identificação dos riscos de dados, bem como na sua mitigação e possíveis melhorias nos processos de dados de toda a empresa;Executar as ações de catalogação dos dados, gestão dos seus metadados e identificar as linhagens de dados;Avaliar os controles de acesso aos dados, propondo melhorias da gestão de perfis de acesso;Executar desenvolvimento e avaliação dos modelos de dados, bem como, manter atualizado os modelos conceituais e físicos de dados.Executar a construção e a sustentação do catálogo e do dicionário de dados, suas atualizações e visibilidade;Executar a normatização, publicação e compartilhamento dos procedimentos relacionados aos processos de dados;Executar as ações de avaliação e monitoramento dos indicadores de governança de dados, mantendo-os atualizados e disponíveis.Participar das avaliações das situações que envolva tratamento de dados, trabalhando em estreita parceria com as áreas de Governança de TI, Segurança da Informação e Privacidade de Dados. Superior completo em Análise de Sistemas, Administração, Tecnologia, Engenharia ou áreas afins. Pós Graduação e MBA na área;Experiência com atividades de governança de dados como: criação e manutenção do Catálogo de dados; Metadados; linhagem dos dados; Qualidade dos dados; Dicionário de dados e Normativos;Experiência com ferramentas de Governança de dados - Catálogo, de Modelagem e de Qualidade de Dados;Conhecimento em Modelagem de Dados (Relacional e multidimensional);Experiência na Gestão de Riscos de Dados - Avaliação de controle de processos e acessos aos dados;Conhecimento do framework DAMA DMBOK - Governança de Dados;Visão de processos e fluxos para gestão de dados e Analytics;Vivência com arquitetura e administração de dados;Vivência e conhecimento sobre a Lei Geral de Proteção de Dados (LGPD);Experiência na Arquitetura MDM - Master Data Management;Conhecimento no Framework TDQM - Total Data Quality Management;Conhecimento na Gestão de Indicadores (OKR);Conhecimento de Big Data e ambiente Data Lake; data-driven e plataformas cloud;Conhecimentos em Curadoria e Inventariado de Dados (Desejável);Conhecimentos em alguma ferramenta de análise de dados como: DataStudio, Tableau, PowerBI, Looker, etc (Desejável);Conhecimento em metodologias ágeis será um diferencial.",CLT (Efetivo) Formato - Híbrido (3 Homes x 2 Presenciais). Cadastre-se gratuitamente para ver mais informações da empresa.  ,São Paulo , SP 
12,ANALISTA DE DADOS PL,COGNA EDUCAÇÃO,,São Paulo - SP (1),https://www.catho.com.br/vagas/analista-de-dados-pl/24253396/?origem_apply=busca-de-vagas&entrada_apply=direto,"Coleta de dados: Identificar e coletar dados relevantes de várias fontes, como bancos de dados, APIs, arquivos, pesquisas e outros sistemas. Limpeza e preparação de dados:…",Total de anúncios: 93 GRUPO GPS SANTA CRUZ SANTA CRUZ Adecco PROCURANDO EMPREGO GRUPO PMZ J&T Express Brazil Ltda Aqui + Valor Negocio Promocoes e Intermediacoes LTDA GRUPO NZN BR DISTRIBUIDORA HOSPITAL CARE HOSPITAL CARE GLOBAL WEB EVIDENCIA LOGISTICA TRANSPORTE LTDA Empresa ConfidencialPor que? ,São Paulo , SP 
13,Analista De Dados | Ciência de Dados,UNIFIQUE TELECOMUNICAÇÕES,,Timbo - SC (1),https://www.catho.com.br/vagas/analista-de-dados-ciencia-de-dados/24081245/?origem_apply=busca-de-vagas&entrada_apply=direto,"Você é um conhecedor das estratégias de negócio? Busca o crescimento com foco no resultado? Está sempre ligado às inovações e ama estar rodeado de pessoas? Esse time tem espaço para mais um profissional. Tem interesse? Se inscreve! Esta e as demais vagas anunciadas estão disponíveis para PcD ? Extração e manutenção de informações de bases internas e externas da organização;Estruturação de indicadores, validação e geração de dashboards;Desenvolvimento de rotinas automatizadas para sincronização de dados entre diferentes plataformas;Suporte a discussões data-driven através das áreas de negócio, mantendo padrão e qualidade que facilitem o acompanhamento nas tomadas de decisões;Projetar e desenvolver arquitetura de dados provendo modelos de dados e pipelines alinhados aos processos organizacionais. Habilidades:Raciocínio lógico, excelente interpretação de texto, criatividade, organização e responsabilidade;Boa comunicação;Flexibilidade e adaptabilidade aos negócios, às pessoas e aos processos;Senso de inovação.Formação:Técnico/Superior completo ou em andamento na área de ciência de dados.",CLT (Efetivo) Horário de trabalho:&nbsp;08h às 12h e das 13h12 às 18h de Segunda a Sexta-feira.Oportunidade para trabalhar presencialmente em Timbó/SC. Cadastre-se gratuitamente para ver mais informações da empresa.  ,Timbo , SC 
14,Analista de Dados SR,INSTITUTO GERANDO FALCOES,,Poa - SP (1),https://www.catho.com.br/vagas/analista-de-dados-sr/24171450/?origem_apply=busca-de-vagas&entrada_apply=direto,"Seu sonho é trabalhar com propósito? Tem desejo de contribuir transformando a vida das pessoas? ?Embarque com a gente na missão e juntos vamos promover transformação social nas periferias e favelas de todo Brasil! ?Você tá ligado(a) que, aqui na Gerando Falcões, não temos como falar em acabar com a pobreza das favelas sem falar em Diversidade e Inclusão. Acreditamos e lutamos pela nossa GENTE: plural, diversa e potente ????????Estamos tentando resolver os maiores e mais desafiadores problemas do Brasil, e chegaremos lá com um time de diferentes Falcões: pretas e pardas, indígenas, PCD, LGBTQIAP+, mulheres (cis ou trans), aqui você é livre para ser quem realmente é.Os melhores talentos são as pessoas que estão conosco. #A gente não entra para jogar. Trabalhamos todos os dias para vencer!#Nós somos as peças quadradas nos espaços redondos!#Temos coragem para liderar no ataque com o melhor que podemos entregar para a favela.#Não temos medo dos desafios, por mais difíceis que eles sejam.#Somos donos daquilo que realizamos e temos a responsabilidade de fazer o melhor que pudermos. Cada um tem um papel muito importante na nossa missão, estamos aqui para brilhar! Aqui você irá:Apoiar a Diretoria na tomada de decisões estratégicas e operacionais através de análises de dados e geração de insights;Garantir o uso e confiabilidade da informação construindo dashboards e relatórios no Power BI, assim como soluções para evoluir na maturidade analítica das áreas da GF;Fortalecer o relacionamento com as demais áreas da Companhia, estimulando boas práticas do uso de dados;Apoiar a aprimoração dos processos operacionais que geram dados para futuras análises, com soluções tecnológicas e contribuindo na criação e definição de métricas de performance;Contribuir com o monitoramento dos dados de mercado, identificando novas oportunidades;Promover a melhoria contínua do ambiente de dados da organização. O que esperamos de você:Domínio em pacote office (Excel avançado);Conhecimentos avançados em banco de dados relacionais e linguagem SQL;Conhecimento intermediário em lógica de programação e bibliotecas (Python e R);Conhecimento intermediário em Estatística: análises descritivas ou exploratórias, preditivas e prescritivas;Experiência na criação de modelos estatísticos(Regressão Linear, Segmentação, Classificação, Clusters, entre outros);Domínio de Power BI ou ter trabalhado com alguma ferramenta equivalente;Perfil analítico, investigativo e de resolução de problemas;Perfil com postura proativa, espirito de dono, para refinar e organizar ações para entregar as demandas priorizadas do time de Analytics;Será considerado diferencial vivência nas áreas de marketing, vendas ou operações;","CLT (Efetivo) Algumas informações importantes:Regime de Contratação: CLTLocal de Trabalho: Poá/SP ou São PauloHorário de trabalho:&nbsp;40 horas semanais Segunda à sexta 08h - 17h ou 09h - 18h (Modelo Híbrido)Nossos benefícios são:Vale Refeição;Vale Alimentação;Vale Transporte ou auxílio mobilidade;&nbsp;&nbsp;Auxílio Home Office: R$50,00&nbsp;&nbsp;Assistência médica;Assistência odontológica;&nbsp;&nbsp;Seguro de vida em grupo;&nbsp;&nbsp;Dia de folga no mês de aniversário;&nbsp;&nbsp;ConquerPlus;&nbsp;&nbsp;20% de desconto em cursos SENAC;&nbsp;&nbsp;Credencial plena SESC.&nbsp;&nbsp;E advinha?! Sem desconto em folha! ? Cadastre-se gratuitamente para ver mais informações da empresa.  ",Poa , SP 
15,Analista de Dados Júnior,ANDRADE MAIA ADVOGADOS,,Porto Alegre - RS (1),https://www.catho.com.br/vagas/analista-de-dados-junior/23884595/?origem_apply=busca-de-vagas&entrada_apply=direto,"Nesta oportunidade de Analista de Dados Júnior, você irá apoiar na análise e interpretação de dados, fornecendo insights valiosos para a tomada de decisão de forma estratégica. Buscamos uma pessoa que tenha conhecimentos em nível júnior, esteja disposta a aprender e se desenvolver com a gente. Somos um time diverso e temos como compromisso tornar nossos espaços cada vez mais inclusivos para todas as pessoas. Para isso, temos uma Comissão de Diversidade e Inclusão focada em projetos de desenvolvimento e inclusão de pessoas, dividida nos pilares de equidade racial, gênero, direitos LGBTQIAPN+ e direito de pessoas com deficiência. Estamos prontos para trocar experiências e aprender juntos. Para te ajudar a entender melhor esta oportunidade, aqui estão algumas responsabilidades:Apoiar no processo de análise e organização de dados brutos;Analisar dados utilizando ferramentas estatísticas e técnicas de mineração;Apoiar na identificação de tendências, padrões e insights relevantes para o negócio e nossos clientes;Construir relatórios e apresentações com resultados de análises realizadas;Interagir de forma estratégica com os integrantes AM, identificando oportunidades de melhoria nos indicadores das áreas, além de apoiar a construção de cultura data driven. Para se juntar a nós é importante que você:Tenha graduação cursando ou completa em áreas afins;Tenha disponibilidade em atuar em modelo híbrido (2x home office, 3x presencial);Tenha boa comunicação, conseguindo se expressar de forma objetivo;Tenha vontade de aprender e se desenvolver na área de dados, em um dos maiores escritórios de Advocacia do país;Tenha vivência em nível júnior com processos de análise de dados;Tenha conhecimento técnico em nível júnior em ferramentas como Excel e PowerBI;Tenha conhecimento técnico em nível júnior em linguagens como SQL, Python, R;Tenha inteligência emocional para atuar em ambientes diversos, com flexibilidade e alto grau de responsabilidade;Esteja sempre atualizado sobre assuntos pertinentes e relacionados a sua atuação.","CLT (Efetivo) #WeAreAMazing, por isso você terá:Atuação na modalidade híbrida;VR/VA [benefício flexível para você e sem desconto];VT [conforme a sua necessidade e sem desconto];Plano de Saúde Unimed [ambulatorial e sem mensalidade com possibilidade de upgrade];Plano Odontológico Unimed [sem mensalidade]Prêmio Assiduidade [aproveite dois dias de folga após um ano de AM];DayOff Birthday [curta uma folga no dia do seu aniversário];Zenklub [duas sessões gratuitas mensais e desconto para mais sessões];Programa de Qualidade de Vida [AM Run, Acompanhamento Nutricional, AM FruitDay];TotalPass [tenha acesso a planos exclusivos para manter o foco na sua saúde];Possibilidade de crescimento e desenvolvimento;Autonomia no seu dia a dia;Ambiente descontraído para você ser autêntico. Cadastre-se gratuitamente para ver mais informações da empresa.  ",Porto Alegre , RS 
16,Analista de dados (BI),J&T EXPRESS BRASIL,,Belo Horizonte - MG (2),https://www.catho.com.br/vagas/analista-de-dados-bi/22892700/?origem_apply=busca-de-vagas&entrada_apply=direto,"Somos a J&T Express, empresa multinacional que chegou ao Brasil para revolucionar o mercado de entregas expressas. Nossos números: Presença em 13 países;240 centros de transferências de larga escala;1.000 equipamentos de triagem inteligente;23.000 pontos de distribuição;400.000 colaboradores;Nossos serviços atingem 2,5 bilhões de pessoas ao redor do mundo.E queremos mais... tá afim? Elaborar relatórios e Dashboards, utilizando visões gerenciais e estratégicas para apoio à coordenação nas tomadas de decisão, acompanhamento diário dos principais indicadores da empresa, garantindo que a informação chegue a todos os times envolvidos, além do acompanhamento e follow-up das ações (PMO);Desenvolver e implementar análises de dados, entendendo fatores que impactem nos resultados e no custo do negócio, e apresentar os resultados à equipe de trabalho;Identificar, analisar e interpretar tendências ou padrões em conjuntos de dados complexos;Realização de demais atividades correlatas e inerentes ao cargo, assim como atividades atribuídas pelo seu superior imediato. Ensino Superior Cursando ou Completo (Engenharia, Administração, Logística e afins);Pacote Office intermediário/avançado;Conhecimentos em análises e indicadores;Elaboração de dashboards, painéis e relatórios gerenciais;Conhecimento intermediário/avançado em Power BI e ferramentas de qualidade;Proatividade, determinação, empatia, criatividade, boa comunicação, iniciativa, inteligência emocional, capacidade para trabalhar em equipe, adaptabilidade, capacidade para solucionar problemas e credibilidade ao assumir responsabilidades;Desejável experiência e vivência em logística.","CLT (Efetivo) Chegamos para revolucionar o mercado de entregas expressas no país.Queremos ser a opção mais rápida para as entregas de E-commerce. Para isso, buscamos ter a melhor e mais engajada equipe!&nbsp;Aos nossos colaboradores, oferecemos um ambiente de trabalho inspirador e acolhedor. E,&nbsp;esperamos que&nbsp;juntos&nbsp;possamos&nbsp;trilhar um caminho de crescimento e muito sucesso.&nbsp;Prezamos pela tranquilidade e saúde do nosso time e para que isso aconteça, oferecemos os melhores benefícios praticados no mercado.&nbsp;Ainda, contamos com remuneração acima da média das melhores empresas de logística do Brasil.&nbsp;O melhor para os melhores! Cadastre-se gratuitamente para ver mais informações da empresa.  ",Belo Horizonte , MG 
17,Analista de Dados Junior,BANCO MERCANTIL,,Belo Horizonte - MG (1),https://www.catho.com.br/vagas/analista-de-dados-junior/22637023/?origem_apply=busca-de-vagas&entrada_apply=direto,"#VEMSERMERCANTILEi, você! Ser desafiado diariamente é algo que te motiva? Se a resposta for sim, vem ser Mercantil! O que não faltam aqui são oportunidades de vivenciar novos desafios e de ser protagonista de sua carreira, tudo isso em uma das Melhores Empresas para se trabalhar em Minas Gerais. E essa combinação fica ainda mais perfeita se você tiver brilho nos olhos, uma comunicação sensacional, proatividade e, claro, foco em resultados. Curtiu? Então, veja abaixo a oportunidade que temos aqui: O QUE VOCÊ PRECISA TERConhecimento em SQL e BI.Conhecimento avançado em Excel.Experiência prévia como Analista de Dados.Conhecimento básico em técnicas de ciência de dados, construção de modelos preditivos e modelagem estatística.VOCÊ SE DESTACA COMConstrução de Dashboards/visualizações de dados no BI.COMO VOCÊ VAI ATUAR AQUIO analista de Dados Júnior deverá ser responsável pelo acompanhamento dos dados do portfólio de projetos, bem como ajudar a desenvolver painéis gerenciais. O QUE OFERECEMOSVale-refeição e alimentaçãoUm cartão para almoçar com os colegas de trabalho e outro para o mercado. Se preferir, você pode receber os dois valores em um só cartão.Auxílio creche Plano de saúde Plano odontológicoPra você celebrar as conquistas com sorrisão no rosto e bem na foto ;)Seguro de vidaPrevidência privadaGympass e Programa Meu Bem-EstarSua saúde é muito importante para nós. Com esse convênio, você terá acesso a centenas de serviços para se cuidar: da vida fitness até yoga!Academia Mercantil de DesenvolvimentoPra você se preparar e ser cada vez mais protagonista da sua carreira, em nossa parceria com a Uol e milhares de cursos.Participação nos Lucros de Resultados (PLR)Após atingir as metas, um reconhecimento extra é bem-vindo, né?Todas as vagas também são direcionadas para PCDs. ",CLT (Efetivo) Cadastre-se gratuitamente para ver mais informações da empresa.  ,Belo Horizonte , MG 
18,Analista de dados (BI) Jr,J&T EXPRESS BRASIL,,Rio de Janeiro - RJ (1),https://www.catho.com.br/vagas/analista-de-dados-bi-jr/24253189/?origem_apply=busca-de-vagas&entrada_apply=direto,"Somos a J&T Express, empresa multinacional que chegou ao Brasil para revolucionar o mercado de entregas expressas. Nossos números: Presença em 13 países;240 centros de transferências de larga escala;1.000 equipamentos de triagem inteligente;23.000 pontos de distribuição;400.000 colaboradores;Nossos serviços atingem 2,5 bilhões de pessoas ao redor do mundo.E queremos mais... tá afim? Elaborar relatórios e Dashboards, utilizando visões gerenciais e estratégicas para apoio à coordenação nas tomadas de decisão, acompanhamento diário dos principais indicadores da empresa, garantindo que a informação chegue a todos os times envolvidos, além do acompanhamento e follow-up das ações (PMO);Desenvolver e implementar análises de dados, entendendo fatores que impactem nos resultados e no custo do negócio, e apresentar os resultados à equipe de trabalho;Identificar, analisar e interpretar tendências ou padrões em conjuntos de dados complexos;Realização de demais atividades correlatas e inerentes ao cargo, assim como atividades atribuídas pelo seu superior imediato. Ensino Superior Cursando ou Completo (Engenharia, Administração, Logística e afins);Pacote Office intermediário;Conhecimentos em análises e indicadores;Elaboração de dashboards, painéis e relatórios gerenciais;Conhecimento intermediário/avançado em Power BI e ferramentas de qualidade;Proatividade, determinação, empatia, criatividade, boa comunicação, iniciativa, inteligência emocional, capacidade para trabalhar em equipe, adaptabilidade, capacidade para solucionar problemas e credibilidade ao assumir responsabilidades;Desejável experiência e vivência em logística.","CLT (Efetivo) Chegamos para revolucionar o mercado de entregas expressas no país.Queremos ser a opção mais rápida para as entregas de E-commerce. Para isso, buscamos ter a melhor e mais engajada equipe!&nbsp;Aos nossos colaboradores, oferecemos um ambiente de trabalho inspirador e acolhedor. E,&nbsp;esperamos que&nbsp;juntos&nbsp;possamos&nbsp;trilhar um caminho de crescimento e muito sucesso.&nbsp;Prezamos pela tranquilidade e saúde do nosso time e para que isso aconteça, oferecemos os melhores benefícios praticados no mercado.&nbsp;Ainda, contamos com remuneração acima da média das melhores empresas de logística do Brasil.&nbsp;O melhor para os melhores! Cadastre-se gratuitamente para ver mais informações da empresa.  ",Rio de Janeiro , RJ 
19,Analista de Dados - Estratégia de Negócio,AUTOGLASS,,Vila Velha - ES (1),https://www.catho.com.br/vagas/analista-de-dados-estrategia-de-negocio/24125249/?origem_apply=busca-de-vagas&entrada_apply=direto,"Atuar na construção de relatórios estratégicos, criação, manutenção e governança de painéis/dashboard de dados, além de realizar análises descritivas junto as lideranças da área.Acompanhar KPIs da área, conduzir reuniões e apresentar resultados. Pensar fora da caixa para resolver os problemas apoiando nossos clientes interno. Trabalhar de forma proativa buscando atingir as metas do setor e estar sempre alinhado com os objetivos do negócio.Candidate-se hoje! Análise e administração do banco de dados, mantendo e garantindo a integridade dos dados;Atendimento das demandas (e-mail/chamados) através do sistema de atendimento.Resolução de problemas, focando na causa raiz;Suporte para clientes internos;Sugerir melhorias para o ambiente como um todo;Conduzir reuniões e apresentar os dados levantados. Ensino superior completo ou em andamento;Conhecimento em administração de dados;Excel intermediário ou Avançado.Tableau/PowerBiValorizamos se você tiver:Experiência na função.","CLT (Efetivo) O que&nbsp;a Autoglass&nbsp;proporciona?&nbsp;&nbsp;Pra cuidar da sua saúde física e mental:&nbsp;?&nbsp;Plano de saúde&nbsp;e Plano odontológico, extensivos a seus dependentes;&nbsp;?&nbsp;Atendimento psicológico;&nbsp;??&nbsp;Programa da Gestante&nbsp;? Amigos do peito e licença maternidade estendida;&nbsp;??? Gympass&nbsp;(Desconto em academias).&nbsp;&nbsp;Pra apoiar seu dia a dia:&nbsp;?&nbsp;Vale transporte;&nbsp;?&nbsp;Vale Refeição ou Alimentação.&nbsp;No Natal,&nbsp;te&nbsp;enviamos uma cesta bem recheada;&nbsp;? Oportunidade de trabalhar e trocar conhecimentos diários com um time incrível e acolhedor;&nbsp;? Modalidade de trabalho híbrido;&nbsp;? Ah! Por aqui comemoramos o Dia do Colaborador&nbsp;Autoglass&nbsp;enviando um mimo a todos os colaboradores.&nbsp;Pra desenvolver sua carreira:&nbsp;?&nbsp;Plano de carreira com possibilidades para diversas trilhas de crescimento;?&nbsp;Cultura de feedback e desenvolvimento;&nbsp;&nbsp;?&nbsp;Treinamentos e acesso ao Centro de Educação Corporativa Autoglass;?&nbsp;Um ambiente de trabalhado altamente colaborativo e desafiador. Na&nbsp;Autoglass, você encontrará oportunidade de crescimento e uma cultura de inovação e melhoria contínua muito forte!Para melhorar o seu dia no trabalho presencial:&nbsp;?&nbsp;Café da manhã e da tarde;??? Momento relax: Massagem relaxante no seu posto de trabalho;? Área anexa na Sede com sala gamer, cafeteria, academia, barbearia, salão de beleza e muito mais!Vem ser Autoglass! Cadastre-se gratuitamente para ver mais informações da empresa.  ",Vila Velha , ES 
20,Analista de Dados III,CECRED,,Blumenau - SC (1),https://www.catho.com.br/vagas/analista-de-dados-iii/24411575/?origem_apply=busca-de-vagas&entrada_apply=direto,"Se você se identifica com o cooperativismo, gosta de pessoas e das diferenças
entre elas, gosta de desafios, faz acontecer, contribui para o desenvolvimento das
pessoas e é protagonista de sua vida e carreira, seu lugar pode ser aqui com a
gente!

Informações adicionais:
Será responsável em efetuar análises baseados nos nossos dados para a
identificação de oportunidades relevantes para as cooperativas;Compreender regras
de negócios e modelar dados e análises de acordo com a demanda específica, a fim
de subsidiar a tomada de decisão;Identificar, analisar e interpretar tendências ou
padrões em conjuntos de dados complexos a fim de disponibilizar soluções de
qualidade e que atendam às necessidades do Sistema Ailos;Obter dados de fontes
primárias ou secundárias, buscando auxiliar na tomada de decisão, prospecção de
novos créditos e gestão da carteira existente;Mapear a disponibilidade de dados no
ambiente de informações da empresa visando oferecer subsídios para o
desenvolvimento e/ou adequação de produtos, serviços, métodos ou
processos;Conseguir formular interpretações e hipóteses baseadas nos dados e
aprendizados coletados objetivando tornar os processos mais eficientes e
solucionadores;Desenvolver e acompanhar KPIs relacionados ao negócio e aos
produtos da equipe para possibilitar a continua ampliação dos negócios e melhores
resultados para o Sistema;Trabalhar em conjunto com a área buscando priorizar
necessidades de negócios e de informações;Apresentar informações usando técnicas
de visualização de dados objetivando o melhor entendimento e compartilhamento das
informações; - Entender as necessidades do negócio e as converter em insights de
dados;Desenvolver algoritmos em Python, SQL ou R para Advanced Analytics. O QUE
TAMBÉM TEMOS POR AQUI..."" Assistência Médica  se precisar é bom ter"" Assistência
Odontológica  porque amamos sorrisos por aqui"" Programa Renascer  uma vida
renasce a outra"" Datas Significativas  a gente ama sentir o que faz sentido""
Investimento em Educação  estamos com você na jornada do aprendizado ;)""
Participação nos Resultados  construímos juntos, celebramos juntos no dia do
Perten-ser!"" Plano de Desenvolvimento Individual  valorizamos seu protagonismo de
carreira"" Previdência Privada  gostamos de pensar nas possibilidades do futuro""
Seguro de Vida  importante, né! rs"" Tempo Juntos  reconhecemos quem gosta de
estar conosco"" Vale Refeição e/ou Alimentação  uma delícia!"" Vale Transporte 
sem descontos ? sim."" Auxílio infantil/babá  porque seu Baby merece ficar em um
lugar seguro e acolhedor. É essencial:- Vivência em instituições financeiras;- Ter
atuado ou estar atuando com estrutura de dados (Modelagem, Engenharia de Dados ou
Análise de Dados);- Proficiência na utilização de PySpark para aplicações de Data
Science;- Conhecimento prático em matemática e estatística;- Vivência com a
linguagem de programação Python, SQL ou R;- Experiência com Databricks.É
diferencial:- Conhecimento na estrutura dos dados de CRM O QUE TAMBÉM TEMOS POR
AQUI..."" Assistência Médica  se precisar é bom ter"" Assistência Odontológica 
porque amamos sorrisos por aqui"" Programa Renascer  uma vida renasce a outra""
Datas Significativas  a gente ama sentir o que faz sentido"" Investimento em
Educação  estamos com você na jornada do aprendizado ;)"" Participação nos
Resultados  construímos juntos, celebramos juntos no dia do Perten-ser!"" Plano de
Desenvolvimento Individual  valorizamos seu protagonismo de carreira"" Previdência
Privada  gostamos de pensar nas possibilidades do futuro"" Seguro de Vida 
importante, né! rs"" Tempo Juntos  reconhecemos quem gosta de estar conosco"" Vale
Refeição e/ou Alimentação  uma delícia!"" Vale Transporte  sem descontos ? sim.""
Auxílio infantil/babá  porque seu Baby merece ficar em um lugar seguro e
acolhedor.",Cadastre-se gratuitamente para ver mais informações da empresa.  ,Blumenau , SC 
